brand,shoe_name,date,sales,ad_cost,impressions,clicks
Reebok,Zig Kinetica,2025-07-24,91,1847,25599,568
Nike,Jordan 1,2025-07-24,73,4959,5501,228
Adidas,Ultraboost 23,2025-07-24,223,8940,33895,1694
Puma,RS-X,2025-07-24,94,9705,10060,461
New Balance,2002R,2025-07-24,151,11145,22669,1251
Reebok,Instapump Fury,2025-07-24,146,3940,31980,1265
Nike,Cortez,2025-07-24,195,7928,14071,977
Adidas,NMD S1,2025-07-24,27,1873,6558,464
Puma,Suede Classic,2025-07-24,162,9689,23446,1349
New Balance,990v6,2025-07-24,115,10493,23670,1781
Reebok,Nano X3,2025-07-24,214,5374,31368,1362
Nike,Vaporfly 3,2025-07-24,45,11326,27759,970
Adidas,Samba,2025-07-25,189,11342,25223,1936
Puma,Mayze,2025-07-25,197,4701,34763,1850
New Balance,574 Core,2025-07-25,202,10537,22250,1558
Reebok,Club C 85,2025-07-25,108,4412,11509,261
Nike,Pegasus 40,2025-07-25,201,4959,12336,510
Adidas,Gazelle,2025-07-25,235,5315,34189,1057
Puma,Slipstream,2025-07-25,153,3677,21128,1624
New Balance,550,2025-07-25,211,7516,23229,584
Reebok,Classic Leather,2025-07-25,73,11723,33944,1884
Nike,Air Force 1,2025-07-25,176,4023,23678,1233
Adidas,Superstar,2025-07-25,28,9461,5306,411
Puma,Rider Vintage,2025-07-25,54,1808,24957,1811
New Balance,327,2025-07-25,227,8108,32701,2135
Reebok,Question Mid,2025-07-25,65,10542,13395,300
Nike,Air Max 270,2025-07-25,148,9520,28742,1670
Adidas,Stan Smith,2025-07-26,173,10510,16756,707
Puma,Cali Dream,2025-07-26,64,4935,24548,1370
New Balance,9060,2025-07-26,27,7804,15791,862
Reebok,Zig Kinetica,2025-07-26,141,8722,18789,958
Nike,Jordan 1,2025-07-26,177,2399,21261,977
Adidas,Ultraboost 23,2025-07-26,78,3020,13939,1100
Puma,RS-X,2025-07-26,41,11805,6317,264
New Balance,2002R,2025-07-26,200,1391,31198,1670
Reebok,Instapump Fury,2025-07-26,243,7085,22151,1409
Nike,Cortez,2025-07-26,216,6173,13346,912
Adidas,NMD S1,2025-07-26,221,2644,6194,440
Puma,Suede Classic,2025-07-26,199,4218,26713,2113
New Balance,990v6,2025-07-26,150,9981,25954,563
Reebok,Nano X3,2025-07-26,136,11550,33657,2315
Nike,Vaporfly 3,2025-07-26,200,3106,24622,621
Adidas,Samba,2025-07-27,225,10335,30543,747
Puma,Mayze,2025-07-27,52,3277,25656,1222
New Balance,574 Core,2025-07-27,186,9347,19644,452
Reebok,Club C 85,2025-07-27,225,7213,21710,899
Nike,Pegasus 40,2025-07-27,63,10586,22244,834
Adidas,Gazelle,2025-07-27,204,11047,30940,2384
Puma,Slipstream,2025-07-27,147,4411,15552,930
New Balance,550,2025-07-27,190,12040,24878,1420
Reebok,Classic Leather,2025-07-27,27,7171,6656,273
Nike,Air Force 1,2025-07-27,191,5904,11071,796
Adidas,Superstar,2025-07-27,56,2220,30513,1495
Puma,Rider Vintage,2025-07-27,123,1706,7553,556
New Balance,327,2025-07-27,215,3743,13924,897
Reebok,Question Mid,2025-07-27,240,9523,7513,321
Nike,Air Max 270,2025-07-27,47,10402,24504,1653
Adidas,Stan Smith,2025-07-28,167,8176,7125,489
Puma,Cali Dream,2025-07-28,126,7859,24375,1658
New Balance,9060,2025-07-28,31,10970,26990,871
Reebok,Zig Kinetica,2025-07-28,232,7129,5907,223
Nike,Jordan 1,2025-07-28,120,3675,29475,2270
Adidas,Ultraboost 23,2025-07-28,193,7978,11435,868
Puma,RS-X,2025-07-28,58,10933,12082,406
New Balance,2002R,2025-07-28,44,5509,25708,1453
Reebok,Instapump Fury,2025-07-28,143,9281,12233,566
Nike,Cortez,2025-07-28,130,9515,29766,1049
Adidas,NMD S1,2025-07-28,147,10851,15096,887
Puma,Suede Classic,2025-07-28,141,2147,22527,1578
New Balance,990v6,2025-07-28,220,9212,22526,1390
Reebok,Nano X3,2025-07-28,221,9361,5142,405
Nike,Vaporfly 3,2025-07-28,204,2129,32157,1406
Adidas,Samba,2025-07-29,84,6208,5924,200
Puma,Mayze,2025-07-29,172,10139,25025,1648
New Balance,574 Core,2025-07-29,47,2606,26023,1585
Reebok,Club C 85,2025-07-29,83,7894,5963,254
Nike,Pegasus 40,2025-07-29,76,2290,28849,2029
Adidas,Gazelle,2025-07-29,101,10167,19147,823
Puma,Slipstream,2025-07-29,51,8293,14296,495
New Balance,550,2025-07-29,39,6892,32370,1294
Reebok,Classic Leather,2025-07-29,205,2685,6083,231
Nike,Air Force 1,2025-07-29,218,4532,32370,2307
Adidas,Superstar,2025-07-29,64,10978,7027,403
Puma,Rider Vintage,2025-07-29,67,6584,8875,192
New Balance,327,2025-07-29,141,10077,24406,1076
Reebok,Question Mid,2025-07-29,204,3909,25955,1713
Nike,Air Max 270,2025-07-29,33,11447,14613,399
Adidas,Stan Smith,2025-07-30,143,1706,11792,473
Puma,Cali Dream,2025-07-30,155,4243,5428,399
New Balance,9060,2025-07-30,64,8787,27927,934
Reebok,Zig Kinetica,2025-07-30,118,4618,25114,1131
Nike,Jordan 1,2025-07-30,189,6556,9614,228
Adidas,Ultraboost 23,2025-07-30,183,7813,20676,1214
Puma,RS-X,2025-07-30,35,8072,18052,1282
New Balance,2002R,2025-07-30,249,2832,16156,880
Reebok,Instapump Fury,2025-07-30,157,3962,28704,1811
Nike,Cortez,2025-07-30,123,8196,28117,2086
Adidas,NMD S1,2025-07-30,171,4905,7218,192
Puma,Suede Classic,2025-07-30,247,3715,20079,527
New Balance,990v6,2025-07-30,148,2044,24322,509
Reebok,Nano X3,2025-07-30,192,6023,33392,2413
Nike,Vaporfly 3,2025-07-30,78,11787,20252,478
Adidas,Samba,2025-07-31,187,3013,13712,960
Puma,Mayze,2025-07-31,244,3143,30340,1159
New Balance,574 Core,2025-07-31,141,11141,14774,439
Reebok,Club C 85,2025-07-31,171,2312,8837,649
Nike,Pegasus 40,2025-07-31,133,10701,6136,125
Adidas,Gazelle,2025-07-31,40,9062,31527,2035
Puma,Slipstream,2025-07-31,101,5275,9867,634
New Balance,550,2025-07-31,33,6215,16987,393
Reebok,Classic Leather,2025-07-31,135,9588,18552,485
Nike,Air Force 1,2025-07-31,73,3938,9006,610
Adidas,Superstar,2025-07-31,183,3607,33599,1000
Puma,Rider Vintage,2025-07-31,24,10501,22010,477
New Balance,327,2025-07-31,23,2335,29709,1165
Reebok,Question Mid,2025-07-31,120,11859,11780,392
Nike,Air Max 270,2025-07-31,107,3822,29189,879
Adidas,Stan Smith,2025-08-01,233,10835,13345,386
Puma,Cali Dream,2025-08-01,241,5222,16957,1326
New Balance,9060,2025-08-01,216,2137,19998,928
Reebok,Zig Kinetica,2025-08-01,176,3345,6678,337
Nike,Jordan 1,2025-08-01,82,1507,30234,1186
Adidas,Ultraboost 23,2025-08-01,59,7481,15352,708
Puma,RS-X,2025-08-01,61,3108,23003,512
New Balance,2002R,2025-08-01,250,8353,7138,284
Reebok,Instapump Fury,2025-08-01,144,8327,28414,1243
Nike,Cortez,2025-08-01,180,5842,7964,264
Adidas,NMD S1,2025-08-01,236,4654,28739,793
Puma,Suede Classic,2025-08-01,173,3401,32608,2530
New Balance,990v6,2025-08-01,206,6904,27245,644
Reebok,Nano X3,2025-08-01,75,5836,23260,1065
Nike,Vaporfly 3,2025-08-01,244,3399,17188,1179
Adidas,Samba,2025-08-02,107,9215,28665,1373
Puma,Mayze,2025-08-02,140,10384,27761,859
New Balance,574 Core,2025-08-02,116,11036,22768,1105
Reebok,Club C 85,2025-08-02,214,4136,22476,776
Nike,Pegasus 40,2025-08-02,250,11433,5625,137
Adidas,Gazelle,2025-08-02,143,6064,18750,701
Puma,Slipstream,2025-08-02,69,11740,13322,478
New Balance,550,2025-08-02,87,2419,15499,932
Reebok,Classic Leather,2025-08-02,39,2600,30191,1800
Nike,Air Force 1,2025-08-02,149,11251,14550,689
Adidas,Superstar,2025-08-02,121,11615,31429,1052
Puma,Rider Vintage,2025-08-02,58,8626,14018,918
New Balance,327,2025-08-02,93,6575,23974,1606
Reebok,Question Mid,2025-08-02,33,6880,23719,650
Nike,Air Max 270,2025-08-02,199,2116,19819,1458
Adidas,Stan Smith,2025-08-03,210,6476,18099,874
Puma,Cali Dream,2025-08-03,80,4134,7793,474
New Balance,9060,2025-08-03,90,5342,13346,824
Reebok,Zig Kinetica,2025-08-03,124,2294,25443,2029
Nike,Jordan 1,2025-08-03,226,1898,24912,1455
Adidas,Ultraboost 23,2025-08-03,229,4130,27857,1941
Puma,RS-X,2025-08-03,65,3014,5377,321
New Balance,2002R,2025-08-03,159,5435,5500,425
Reebok,Instapump Fury,2025-08-03,39,3095,22926,748
Nike,Cortez,2025-08-03,214,7236,10250,809
Adidas,NMD S1,2025-08-03,98,5873,32233,693
Puma,Suede Classic,2025-08-03,52,11428,21130,1359
New Balance,990v6,2025-08-03,202,8700,22676,1281
Reebok,Nano X3,2025-08-03,196,8225,15732,1060
Nike,Vaporfly 3,2025-08-03,167,7808,24817,1360
Adidas,Samba,2025-08-04,74,6243,9624,483
Puma,Mayze,2025-08-04,107,3355,13124,678
New Balance,574 Core,2025-08-04,247,7512,12148,819
Reebok,Club C 85,2025-08-04,194,8528,8533,405
Nike,Pegasus 40,2025-08-04,171,8564,14871,586
Adidas,Gazelle,2025-08-04,232,2066,31042,2132
Puma,Slipstream,2025-08-04,102,3646,29393,2204
New Balance,550,2025-08-04,77,5541,6950,383
Reebok,Classic Leather,2025-08-04,189,8830,25276,542
Nike,Air Force 1,2025-08-04,127,3032,26079,1244
Adidas,Superstar,2025-08-04,61,8863,10942,565
Puma,Rider Vintage,2025-08-04,85,7889,11170,384
New Balance,327,2025-08-04,173,1775,27380,1105
Reebok,Question Mid,2025-08-04,33,6766,10415,643
Nike,Air Max 270,2025-08-04,213,8864,17981,914
Adidas,Stan Smith,2025-08-05,248,1835,24484,1487
Puma,Cali Dream,2025-08-05,125,9773,13162,726
New Balance,9060,2025-08-05,42,10008,13503,595
Reebok,Zig Kinetica,2025-08-05,96,9271,23887,1780
Nike,Jordan 1,2025-08-05,23,5945,10154,418
Adidas,Ultraboost 23,2025-08-05,65,9847,26111,857
Puma,RS-X,2025-08-05,166,9715,13720,927
New Balance,2002R,2025-08-05,27,4337,34184,1501
Reebok,Instapump Fury,2025-08-05,100,3959,23750,1864
Nike,Cortez,2025-08-05,51,9062,27429,1485
Adidas,NMD S1,2025-08-05,183,4771,27155,1325
Puma,Suede Classic,2025-08-05,26,3542,15822,706
New Balance,990v6,2025-08-05,30,6792,25101,952
Reebok,Nano X3,2025-08-05,225,9431,10460,337
Nike,Vaporfly 3,2025-08-05,37,3863,26522,1259
Adidas,Samba,2025-08-06,231,3156,11447,540
Puma,Mayze,2025-08-06,213,10985,27612,940
New Balance,574 Core,2025-08-06,239,7589,33991,1070
Reebok,Club C 85,2025-08-06,52,5549,31307,1090
Nike,Pegasus 40,2025-08-06,29,5552,11615,571
Adidas,Gazelle,2025-08-06,113,11850,14668,998
Puma,Slipstream,2025-08-06,25,2000,29832,1235
New Balance,550,2025-08-06,179,10000,5639,345
Reebok,Classic Leather,2025-08-06,218,4077,24544,1771
Nike,Air Force 1,2025-08-06,197,9290,13209,771
Adidas,Superstar,2025-08-06,46,3266,12574,388
Puma,Rider Vintage,2025-08-06,78,4109,22345,746
New Balance,327,2025-08-06,183,10286,33651,2433
Reebok,Question Mid,2025-08-06,95,3156,22322,585
Nike,Air Max 270,2025-08-06,179,11699,14986,1149
Adidas,Stan Smith,2025-08-07,29,12088,33665,1052
Puma,Cali Dream,2025-08-07,112,7035,9230,728
New Balance,9060,2025-08-07,156,8749,20049,660
Reebok,Zig Kinetica,2025-08-07,85,6119,20354,630
Nike,Jordan 1,2025-08-07,171,4556,6505,283
Adidas,Ultraboost 23,2025-08-07,50,2765,29896,1696
Puma,RS-X,2025-08-07,65,8404,16636,419
New Balance,2002R,2025-08-07,70,9015,31880,1513
Reebok,Instapump Fury,2025-08-07,68,11581,6234,266
Nike,Cortez,2025-08-07,207,6265,30421,1182
Adidas,NMD S1,2025-08-07,83,4549,15641,850
Puma,Suede Classic,2025-08-07,193,3247,5992,391
New Balance,990v6,2025-08-07,45,11092,34975,1558
Reebok,Nano X3,2025-08-07,120,7274,28031,1855
Nike,Vaporfly 3,2025-08-07,151,4901,19941,1592
Adidas,Samba,2025-08-08,144,6485,7085,212
Puma,Mayze,2025-08-08,91,3630,21856,1218
New Balance,574 Core,2025-08-08,42,11968,22402,705
Reebok,Club C 85,2025-08-08,71,8557,9659,288
Nike,Pegasus 40,2025-08-08,65,6838,6518,152
Adidas,Gazelle,2025-08-08,69,2416,16224,375
Puma,Slipstream,2025-08-08,101,5885,6958,512
New Balance,550,2025-08-08,246,9970,30639,707
Reebok,Classic Leather,2025-08-08,165,9758,13742,616
Nike,Air Force 1,2025-08-08,170,8037,10000,555
Adidas,Superstar,2025-08-08,230,8368,20389,479
Puma,Rider Vintage,2025-08-08,87,8202,29583,1133
New Balance,327,2025-08-08,156,2457,23326,1617
Reebok,Question Mid,2025-08-08,185,4319,30314,2165
Nike,Air Max 270,2025-08-08,129,2804,34462,2450
Adidas,Stan Smith,2025-08-09,124,5166,31978,769
Puma,Cali Dream,2025-08-09,45,3698,32362,2497
New Balance,9060,2025-08-09,71,9863,6751,409
Reebok,Zig Kinetica,2025-08-09,93,6495,30693,1731
Nike,Jordan 1,2025-08-09,88,9350,17610,981
Adidas,Ultraboost 23,2025-08-09,154,11516,14265,877
Puma,RS-X,2025-08-09,140,4381,6693,273
New Balance,2002R,2025-08-09,172,3501,32444,1991
Reebok,Instapump Fury,2025-08-09,153,4202,31250,788
Nike,Cortez,2025-08-09,90,3620,19637,946
Adidas,NMD S1,2025-08-09,21,4536,27437,1927
Puma,Suede Classic,2025-08-09,62,6473,28265,637
New Balance,990v6,2025-08-09,173,10169,7096,240
Reebok,Nano X3,2025-08-09,170,3438,24117,1700
Nike,Vaporfly 3,2025-08-09,215,5685,28760,1197
Adidas,Samba,2025-08-10,130,1693,23540,580
Puma,Mayze,2025-08-10,36,4834,28150,2033
New Balance,574 Core,2025-08-10,22,3406,29590,1536
Reebok,Club C 85,2025-08-10,72,6828,8453,383
Nike,Pegasus 40,2025-08-10,131,8997,17111,976
Adidas,Gazelle,2025-08-10,206,10289,8386,613
Puma,Slipstream,2025-08-10,147,5313,5843,371
New Balance,550,2025-08-10,72,6974,19190,899
Reebok,Classic Leather,2025-08-10,239,3570,19989,959
Nike,Air Force 1,2025-08-10,30,5573,21694,1205
Adidas,Superstar,2025-08-10,243,4931,7917,280
Puma,Rider Vintage,2025-08-10,218,11933,29266,1843
New Balance,327,2025-08-10,155,4273,5815,246
Reebok,Question Mid,2025-08-10,49,11534,13921,1006
Nike,Air Max 270,2025-08-10,196,6787,17159,493
Adidas,Stan Smith,2025-08-11,44,9621,6460,178
Puma,Cali Dream,2025-08-11,222,9842,32309,1083
New Balance,9060,2025-08-11,129,7203,5120,231
Reebok,Zig Kinetica,2025-08-11,159,10662,18964,995
Nike,Jordan 1,2025-08-11,137,4493,16472,697
Adidas,Ultraboost 23,2025-08-11,91,10273,34241,2643
Puma,RS-X,2025-08-11,128,11702,10981,721
New Balance,2002R,2025-08-11,110,9102,15211,803
Reebok,Instapump Fury,2025-08-11,195,7903,16441,997
Nike,Cortez,2025-08-11,218,7077,22952,849
Adidas,NMD S1,2025-08-11,164,5477,22633,1106
Puma,Suede Classic,2025-08-11,71,7176,9215,280
New Balance,990v6,2025-08-11,224,3648,14527,908
Reebok,Nano X3,2025-08-11,165,9271,25364,570
Nike,Vaporfly 3,2025-08-11,58,2543,10316,661
Adidas,Samba,2025-08-12,57,3271,13410,1066
Puma,Mayze,2025-08-12,53,1863,26288,896
New Balance,574 Core,2025-08-12,67,3248,12562,426
Reebok,Club C 85,2025-08-12,33,9397,33071,1796
Nike,Pegasus 40,2025-08-12,41,7006,21044,1207
Adidas,Gazelle,2025-08-12,125,6325,26026,1223
Puma,Slipstream,2025-08-12,50,3241,29980,1557
New Balance,550,2025-08-12,195,2774,30565,987
Reebok,Classic Leather,2025-08-12,161,2737,30340,1900
Nike,Air Force 1,2025-08-12,156,10432,9950,336
Adidas,Superstar,2025-08-12,213,11381,10563,449
Puma,Rider Vintage,2025-08-12,80,11598,9120,369
New Balance,327,2025-08-12,42,7674,33230,1691
Reebok,Question Mid,2025-08-12,72,4918,29108,766
Nike,Air Max 270,2025-08-12,79,8792,31060,1825
Adidas,Stan Smith,2025-08-13,202,9423,12110,948
Puma,Cali Dream,2025-08-13,180,4616,33091,2029
New Balance,9060,2025-08-13,168,5004,17636,751
Reebok,Zig Kinetica,2025-08-13,157,10302,13230,332
Nike,Jordan 1,2025-08-13,26,8786,10886,573
Adidas,Ultraboost 23,2025-08-13,173,11110,32609,798
Puma,RS-X,2025-08-13,145,8150,25821,1186
New Balance,2002R,2025-08-13,248,8444,23319,1418
Reebok,Instapump Fury,2025-08-13,235,4112,9317,516
Nike,Cortez,2025-08-13,161,4178,18904,1204
Adidas,NMD S1,2025-08-13,155,4549,16326,830
Puma,Suede Classic,2025-08-13,128,8322,6056,314
New Balance,990v6,2025-08-13,98,8527,5115,134
Reebok,Nano X3,2025-08-13,129,2755,11651,321
Nike,Vaporfly 3,2025-08-13,125,11344,15538,628
Adidas,Samba,2025-08-14,67,5687,7772,336
Puma,Mayze,2025-08-14,47,5972,25837,1058
New Balance,574 Core,2025-08-14,37,6657,28085,912
Reebok,Club C 85,2025-08-14,171,4019,34186,1619
Nike,Pegasus 40,2025-08-14,163,9828,14700,758
Adidas,Gazelle,2025-08-14,92,11127,18302,794
Puma,Slipstream,2025-08-14,162,7429,21302,786
New Balance,550,2025-08-14,180,4866,25207,1029
Reebok,Classic Leather,2025-08-14,114,4575,8512,171
Nike,Air Force 1,2025-08-14,55,3747,17874,442
Adidas,Superstar,2025-08-14,229,3626,18016,1297
Puma,Rider Vintage,2025-08-14,82,4085,7810,378
New Balance,327,2025-08-14,185,5337,26501,1188
Reebok,Question Mid,2025-08-14,155,5665,28558,1651
Nike,Air Max 270,2025-08-14,94,6521,6128,252
Adidas,Stan Smith,2025-08-15,96,7055,34660,973
Puma,Cali Dream,2025-08-15,76,4359,18919,392
New Balance,9060,2025-08-15,178,10614,24743,977
Reebok,Zig Kinetica,2025-08-15,143,2711,12877,263
Nike,Jordan 1,2025-08-15,20,10691,23170,1238
Adidas,Ultraboost 23,2025-08-15,49,2958,33416,1600
Puma,RS-X,2025-08-15,59,8916,23725,1751
New Balance,2002R,2025-08-15,75,5864,29983,882
Reebok,Instapump Fury,2025-08-15,80,6545,6281,366
Nike,Cortez,2025-08-15,27,3939,17653,900
Adidas,NMD S1,2025-08-15,158,8301,23005,510
Puma,Suede Classic,2025-08-15,37,5843,6734,212
New Balance,990v6,2025-08-15,107,9127,5087,230
Reebok,Nano X3,2025-08-15,143,1901,29102,1305
Nike,Vaporfly 3,2025-08-15,230,9564,8407,568
Adidas,Samba,2025-08-16,221,7184,10329,340
Puma,Mayze,2025-08-16,52,10380,27598,1263
New Balance,574 Core,2025-08-16,170,6240,13154,445
Reebok,Club C 85,2025-08-16,201,9087,11303,879
Nike,Pegasus 40,2025-08-16,105,11789,11231,790
Adidas,Gazelle,2025-08-16,170,11003,27058,1605
Puma,Slipstream,2025-08-16,150,5937,12067,900
New Balance,550,2025-08-16,221,2001,17264,1336
Reebok,Classic Leather,2025-08-16,125,6247,23645,1416
Nike,Air Force 1,2025-08-16,36,3883,15389,868
Adidas,Superstar,2025-08-16,80,9512,21995,1287
Puma,Rider Vintage,2025-08-16,76,10834,5127,107
New Balance,327,2025-08-16,41,5189,21778,1526
Reebok,Question Mid,2025-08-16,199,4519,27221,1511
Nike,Air Max 270,2025-08-16,209,2251,12944,681
Adidas,Stan Smith,2025-08-17,87,5718,12061,542
Puma,Cali Dream,2025-08-17,207,2081,21230,1117
New Balance,9060,2025-08-17,132,8016,32901,1558
Reebok,Zig Kinetica,2025-08-17,217,2729,30183,1680
Nike,Jordan 1,2025-08-17,140,9507,27970,1206
Adidas,Ultraboost 23,2025-08-17,185,11939,21836,1548
Puma,RS-X,2025-08-17,80,8905,8782,194
New Balance,2002R,2025-08-17,176,9156,21704,1358
Reebok,Instapump Fury,2025-08-17,20,4446,14004,972
Nike,Cortez,2025-08-17,219,10787,15589,1155
Adidas,NMD S1,2025-08-17,122,8678,29809,684
Puma,Suede Classic,2025-08-17,85,8489,32325,1918
New Balance,990v6,2025-08-17,29,3712,9887,780
Reebok,Nano X3,2025-08-17,113,5028,27674,1418
Nike,Vaporfly 3,2025-08-17,80,9244,33843,1316
Adidas,Samba,2025-08-18,109,9581,29700,1167
Puma,Mayze,2025-08-18,56,5409,32954,1273
New Balance,574 Core,2025-08-18,88,8751,8998,201
Reebok,Club C 85,2025-08-18,113,2462,34705,1250
Nike,Pegasus 40,2025-08-18,69,6717,12836,481
Adidas,Gazelle,2025-08-18,241,6415,24337,1893
Puma,Slipstream,2025-08-18,194,5146,11580,383
New Balance,550,2025-08-18,48,2153,34351,2714
Reebok,Classic Leather,2025-08-18,136,2705,14122,1003
Nike,Air Force 1,2025-08-18,135,7204,12193,873
Adidas,Superstar,2025-08-18,98,8948,11429,517
Puma,Rider Vintage,2025-08-18,167,9300,27601,1854
New Balance,327,2025-08-18,243,5233,10130,356
Reebok,Question Mid,2025-08-18,140,9343,32927,2338
Nike,Air Max 270,2025-08-18,126,1751,22523,1486
Adidas,Stan Smith,2025-08-19,96,10420,33513,1770
Puma,Cali Dream,2025-08-19,128,2127,25712,960
New Balance,9060,2025-08-19,137,3422,14143,642
Reebok,Zig Kinetica,2025-08-19,174,3296,33123,2079
Nike,Jordan 1,2025-08-19,104,4616,31330,958
Adidas,Ultraboost 23,2025-08-19,125,7098,14411,1052
Puma,RS-X,2025-08-19,151,2055,18954,1311
New Balance,2002R,2025-08-19,213,9466,32164,810
Reebok,Instapump Fury,2025-08-19,169,10700,17259,859
Nike,Cortez,2025-08-19,71,9333,12810,268
Adidas,NMD S1,2025-08-19,59,9566,33596,2064
Puma,Suede Classic,2025-08-19,89,4205,8696,463
New Balance,990v6,2025-08-19,131,8931,33729,1727
Reebok,Nano X3,2025-08-19,37,5819,30194,898
Nike,Vaporfly 3,2025-08-19,245,11323,24693,529
Adidas,Samba,2025-08-20,153,7983,24934,1106
Puma,Mayze,2025-08-20,64,10866,5598,326
New Balance,574 Core,2025-08-20,187,11505,34852,2320
Reebok,Club C 85,2025-08-20,209,5955,22934,1083
Nike,Pegasus 40,2025-08-20,208,9995,22591,1138
Adidas,Gazelle,2025-08-20,78,1558,27344,1140
Puma,Slipstream,2025-08-20,89,11225,30277,808
New Balance,550,2025-08-20,230,9147,23081,1179
Reebok,Classic Leather,2025-08-20,130,5774,18574,700
Nike,Air Force 1,2025-08-20,116,3667,27893,846
Adidas,Superstar,2025-08-20,82,4008,26069,894
Puma,Rider Vintage,2025-08-20,243,10606,21691,1086
New Balance,327,2025-08-20,81,3352,15233,1168
Reebok,Question Mid,2025-08-20,94,8504,26005,1929
Nike,Air Max 270,2025-08-20,178,4979,19519,888
Adidas,Stan Smith,2025-08-21,77,5553,23239,751
Puma,Cali Dream,2025-08-21,71,6659,29956,946
New Balance,9060,2025-08-21,247,9831,14607,639
Reebok,Zig Kinetica,2025-08-21,45,4251,10779,486
Nike,Jordan 1,2025-08-21,163,7388,32413,1876
Adidas,Ultraboost 23,2025-08-21,154,7117,26906,2087
Puma,RS-X,2025-08-21,78,10690,23395,1589
New Balance,2002R,2025-08-21,206,7030,19577,592
Reebok,Instapump Fury,2025-08-21,243,9553,24699,763
Nike,Cortez,2025-08-21,28,8530,16720,897
Adidas,NMD S1,2025-08-21,61,4418,33334,2045
Puma,Suede Classic,2025-08-21,181,2975,22058,1142
New Balance,990v6,2025-08-21,36,6069,19566,533
Reebok,Nano X3,2025-08-21,165,4516,9606,347
Nike,Vaporfly 3,2025-08-21,218,9364,26999,1775
Adidas,Samba,2025-08-22,76,1834,25088,1860
Puma,Mayze,2025-08-22,231,6548,11022,305
New Balance,574 Core,2025-08-22,49,3330,9470,698
Reebok,Club C 85,2025-08-22,213,10223,6075,291
Nike,Pegasus 40,2025-08-22,56,5960,31136,1587
Adidas,Gazelle,2025-08-22,60,6517,34289,1024
Puma,Slipstream,2025-08-22,163,6637,20758,1520
New Balance,550,2025-08-22,27,4565,15216,1178
Reebok,Classic Leather,2025-08-22,240,5553,7996,424
Nike,Air Force 1,2025-08-22,96,4913,32127,1114
Adidas,Superstar,2025-08-22,143,3383,11942,457
Puma,Rider Vintage,2025-08-22,194,2315,14319,982
New Balance,327,2025-08-22,103,5966,24116,1186
Reebok,Question Mid,2025-08-22,158,3863,21367,602
Nike,Air Max 270,2025-08-22,76,4464,8790,527
Adidas,Stan Smith,2025-08-23,59,5468,17910,1219
Puma,Cali Dream,2025-08-23,27,5727,24705,1181
New Balance,9060,2025-08-23,152,3528,17561,438
Reebok,Zig Kinetica,2025-08-23,210,3289,20138,1475
Nike,Jordan 1,2025-08-23,163,5187,28935,1311
Adidas,Ultraboost 23,2025-08-23,178,7105,11908,273
Puma,RS-X,2025-08-23,163,3937,29611,1184
New Balance,2002R,2025-08-23,183,3930,25178,601
Reebok,Instapump Fury,2025-08-23,151,11108,19486,1244
Nike,Cortez,2025-08-23,26,2081,34177,1869
Adidas,NMD S1,2025-08-23,217,7956,8782,664
Puma,Suede Classic,2025-08-23,42,5248,30684,1709
New Balance,990v6,2025-08-23,156,2505,6533,516
Reebok,Nano X3,2025-08-23,37,9204,34356,857
Nike,Vaporfly 3,2025-08-23,141,4490,8143,576
Adidas,Samba,2025-08-24,218,7815,20520,1392
Puma,Mayze,2025-08-24,200,2812,7136,407
New Balance,574 Core,2025-08-24,115,10817,14846,1096
Reebok,Club C 85,2025-08-24,188,8449,21885,864
Nike,Pegasus 40,2025-08-24,207,7829,32754,2079
Adidas,Gazelle,2025-08-24,58,8597,6196,394
Puma,Slipstream,2025-08-24,73,4342,29043,1971
New Balance,550,2025-08-24,187,11874,34681,2515
Reebok,Classic Leather,2025-08-24,32,4889,31115,717
Nike,Air Force 1,2025-08-24,140,5486,10421,263
Adidas,Superstar,2025-08-24,31,6371,18403,714
Puma,Rider Vintage,2025-08-24,34,5984,32840,2359
New Balance,327,2025-08-24,194,6719,20974,508
Reebok,Question Mid,2025-08-24,21,2868,26458,1683
Nike,Air Max 270,2025-08-24,94,10419,24538,1916
Adidas,Stan Smith,2025-08-25,213,9493,14173,685
Puma,Cali Dream,2025-08-25,132,1626,18127,612
New Balance,9060,2025-08-25,197,4517,13983,355
Reebok,Zig Kinetica,2025-08-25,234,7893,9773,356
Nike,Jordan 1,2025-08-25,157,1654,14677,438
Adidas,Ultraboost 23,2025-08-25,103,7115,33895,1889
Puma,RS-X,2025-08-25,132,7366,8399,455
New Balance,2002R,2025-08-25,68,2374,5656,187
Reebok,Instapump Fury,2025-08-25,162,1585,9175,339
Nike,Cortez,2025-08-25,201,5302,19594,1341
Adidas,NMD S1,2025-08-25,88,4697,14786,750
Puma,Suede Classic,2025-08-25,173,4987,5763,374
New Balance,990v6,2025-08-25,105,9901,21091,969
Reebok,Nano X3,2025-08-25,171,11048,15180,590
Nike,Vaporfly 3,2025-08-25,71,10220,18123,1012
Adidas,Samba,2025-08-26,197,8106,7766,508
Puma,Mayze,2025-08-26,142,9139,29140,1962
New Balance,574 Core,2025-08-26,211,8281,5488,113
Reebok,Club C 85,2025-08-26,86,5008,30868,1217
Nike,Pegasus 40,2025-08-26,20,9531,16867,463
Adidas,Gazelle,2025-08-26,172,2669,29407,1484
